"player_id","name","team","handle","source"
"3764","한두솔","SSG","han_doosol","namu:한두솔"
"3740","박상원","한화","sangwon.58","namu:박상원(야구선수)"
"363","쿄야마","롯데","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"290","타케다","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"221","박윤성","키움","_y.star_","namu:박윤성"
"335","류진욱","NC","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8401","한승주","KT","","none"
"2557","윤석원","키움","dbstjrdnjs_","namu:윤석원"
"199","강건우","한화","","none"
"7382","김건국","KIA","kimkk43__yj","namu:김건국"
"3763","장지훈","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"3780","최이준","롯데","c__hoi0410","namu:최이준"
"292","홍민규","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"322","이기순","SSG","0neirks","namu:이기순"
"275","조영건","키움","0_gguny","namu:조영건"
"281","전준표","키움","j_pyo_507","namu:전준표"
"3757","목지훈","NC","_mxkzi__","namu:목지훈"
"309","김재웅","키움","kim_jae_woong28","namu:김재웅"
"8336","이태양","키움","risingsun_46","namu:이태양"
"222","박재규","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"331","조건희","LG","gungeon__","namu:조건희(야구선수)"
"8123","이준기","SSG","juneki_lee","namu:이준기(야구선수)"
"8049","김강률","LG","kimkangr","namu:김강률"
"220","박신지","두산","park_shin_zi_49","namu:박신지"
"356","전영준","SSG","youngjay_","namu:전영준"
"236","이의리","KIA","euileelee","namu:이의리"
"300","배재준","LG","bae_jae_jun25","namu:배재준"
"8397","긴지로","SSG","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"254","하준영","NC","junyeong2364","namu:하준영"
"3785","정세영","키움","gnuoyes0_","namu:정세영(야구선수)"
"385","원종혁","한화","won__jonghyeok","namu:원종혁"
"8138","김무신","삼성","yun_star_48","namu:김무신"
"3784","이준우","키움","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"8043","한차현","KT","__chacha__2_","namu:한차현"
"379","정현우","키움","__hyun__wo","namu:정현우"
"3782","성동현","LG","sd_hyun_58","namu:성동현"
"233","육선엽","삼성","sunyeopyook","namu:육선엽"
"391","문용익","KT","moon_dragon_ik","namu:문용익"
"294","백승현","LG","95_5.26","namu:백승현"
"273","김서현","한화","kim._.s._.h","namu:김서현"
"354","손주환","NC","wn._.ghks","namu:손주환(야구선수)"
"217","김시훈","KIA","si_hooooon","namu:김시훈"
"8078","이상영","LG","_lee_s_y_","namu:이상영"
"3803","김범준","한화","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"366","전상현","KIA","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"347","윤성빈","롯데","y__s_bin_","namu:윤성빈(야구선수)"
"2859","이승현","삼성","","none"
"263","최지강","두산","j_kang_01","namu:최지강"
"397","주현상","한화","jjooooooo66","namu:주현상"
"7938","김연주","키움","_y._.jjuu","namu:김연주(야구선수)"
"386","임준형","KT","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"4157","신동건","롯데","s1nd0ngun","namu:신동건"
"4158","최충연","롯데","chung_yeonnnn","namu:최충연"
"245","정재훈","삼성","","err:원격 서버에서 (404) 찾을 수 없음 오류를 반환했습"
"293","김도빈","한화","kdv0101091","namu:김도빈"
"8302","김동규","키움","","none"
"261","김윤하","키움","rladbsgk19","namu:김윤하"
"373","엄상백","한화","102jjang","namu:엄상백"
"7386","박세진","롯데","se___jin41","namu:박세진"
"311","김택형","SSG","kim._.t_h","namu:김택형"
"4169","박지훈","KT","0529.jihoon.ig","namu:박지훈"
